,1/11/2008,1/18/2008,1/25/2008,2/1/2008,2/8/2008,2/15/2008,2/22/2008,2/29/2008,3/7/2008,3/14/2008,3/20/2008,3/28/2008,4/4/2008,4/11/2008,4/18/2008,4/25/2008,5/2/2008,5/9/2008,5/16/2008,5/23/2008,5/30/2008,6/6/2008,6/13/2008,6/20/2008,6/27/2008,7/3/2008,7/11/2008,7/18/2008,7/25/2008,8/1/2008,8/8/2008,8/15/2008,8/22/2008,8/29/2008,9/5/2008,9/12/2008,9/19/2008,9/26/2008,10/3/2008,10/10/2008,10/17/2008,10/24/2008,10/31/2008,11/7/2008,11/14/2008,11/21/2008,11/28/2008,12/5/2008,12/12/2008,12/19/2008,12/26/2008,1/2/2009,1/9/2009,1/16/2009,1/23/2009,1/30/2009,2/6/2009,2/13/2009,2/20/2009,2/27/2009,3/6/2009,3/13/2009,3/20/2009,3/27/2009,4/3/2009,4/9/2009,4/17/2009,4/24/2009,5/1/2009,5/8/2009,5/15/2009,5/22/2009,5/29/2009,6/5/2009,6/12/2009,6/19/2009,6/26/2009,7/2/2009,7/10/2009,7/17/2009,7/24/2009,7/31/2009,8/7/2009,8/14/2009,8/21/2009,8/28/2009,9/4/2009,9/11/2009,9/18/2009,9/25/2009,10/2/2009,10/9/2009,10/16/2009,10/23/2009,10/30/2009,11/6/2009,11/13/2009,11/20/2009,11/27/2009,12/4/2009,12/11/2009,12/18/2009,12/24/2009,12/31/2009,1/8/2010,1/15/2010,1/22/2010,1/29/2010,2/5/2010,2/12/2010,2/19/2010,2/26/2010,3/5/2010,3/12/2010,3/19/2010,3/26/2010,4/1/2010,4/9/2010,4/16/2010,4/23/2010,4/30/2010,5/7/2010,5/14/2010,5/21/2010,5/28/2010,6/4/2010,6/11/2010,6/18/2010,6/25/2010,7/2/2010,7/9/2010,7/16/2010,7/23/2010,7/30/2010,8/6/2010,8/13/2010,8/20/2010,8/27/2010,9/3/2010,9/10/2010,9/17/2010,9/24/2010,10/1/2010,10/8/2010,10/15/2010,10/22/2010,10/29/2010,11/5/2010,11/12/2010,11/19/2010,11/26/2010,12/3/2010,12/10/2010,12/17/2010,12/23/2010,12/31/2010,1/7/2011,1/14/2011,1/21/2011,1/28/2011,2/4/2011,2/11/2011,2/18/2011,2/25/2011,3/4/2011,3/11/2011,3/18/2011,3/25/2011,4/1/2011,4/8/2011,4/15/2011,4/21/2011,4/29/2011,5/6/2011,5/13/2011,5/20/2011,5/27/2011,6/3/2011,6/10/2011,6/17/2011,6/24/2011,7/1/2011,7/8/2011,7/15/2011,7/22/2011,7/29/2011,8/5/2011,8/12/2011,8/19/2011,8/26/2011,9/2/2011,9/9/2011,9/16/2011,9/23/2011,9/30/2011,10/7/2011,10/14/2011,10/21/2011,10/28/2011,11/4/2011,11/11/2011,11/18/2011,11/25/2011,12/2/2011,12/9/2011,12/16/2011,12/23/2011,12/30/2011,1/6/2012,1/13/2012,1/20/2012,1/27/2012,2/3/2012,2/10/2012,2/17/2012,2/24/2012,3/2/2012,3/9/2012,3/16/2012,3/23/2012,3/30/2012,4/5/2012,4/13/2012,4/20/2012,4/27/2012,5/4/2012,5/11/2012,5/18/2012,5/25/2012,6/1/2012,6/8/2012,6/15/2012,6/22/2012,6/29/2012,7/6/2012,7/13/2012,7/20/2012,7/27/2012,8/3/2012,8/10/2012,8/17/2012,8/24/2012,8/31/2012,9/7/2012,9/14/2012,9/21/2012,9/28/2012,10/5/2012,10/12/2012,10/19/2012,10/26/2012,11/2/2012,11/9/2012,11/16/2012,11/23/2012,11/30/2012,12/7/2012,12/14/2012,12/21/2012,12/28/2012,1/4/2013,1/11/2013,1/18/2013,1/25/2013,2/1/2013,2/8/2013,2/15/2013
2.0_21_400,97436,87859,86731,86835,85488,86733,88051,90076,91434,92717,87351,86288,84298,86633,84782,83932,87581,90010,92289,92537,95443,101063,104320,109844,113087,111938,112267,110503,111046,111334,106992,109929,112300,117084,111187,108856,93517,89965,85627,80143,80109,79127,78620,78669,70458,64754,65243,65883,66745,68286,71327,74016,79512,79847,83864,88001,89919,96961,100921,103622,106889,106011,110213,112645,114972,118080,126728,135012,146348,151454,160462,169531,179359,192972,207088,218883,233716,246964,263355,267917,283810,295992,304264,317037,335138,357534,379829,401372,412630,428904,444284,460202,482823,498514,501166,513833,527094,539356,549774,561455,578676,594774,606669,617752,628726,640601,650511,659569,664873,670104,676389,687344,697103,705429,713550,718785,726619,736996,744137,747154,748710,720372,720819,714067,715064,715461,717300,720916,719941,707280,707852,709500,710690,712053,712982,714310,716844,718347,720563,723181,725937,728586,732371,733834,736913,740516,742502,743876,747274,750945,754482,755036,759888,762546,766726,771318,775309,781199,785587,790454,792109,795973,799602,802180,806244,806795,807473,810466,814286,818955,823195,826583,832993,833235,838742,842974,848133,850524,854272,857933,860133,851229,854309,857035,859102,859367,831678,831877,830196,830539,831446,832535,828349,815356,815739,814364,814883,815605,811964,813781,816207,818006,819555,816230,819544,820121,822921,827386,830370,836010,838323,843355,846977,854178,862375,870006,878492,888146,895182,903698,911561,917974,928128,935598,941853,949278,956750,958061,960220,962101,964743,971465,976397,980815,985427,991773,996708,999216,1004304,1008112,1013645,1017722,1025561,1032699,1038752,1045077,1049810,1053880,1059505,1060334,1064390,1066786,1069857,1071108,1074295,1076672,1079686,1083335,1085786,1090943,1086711,1090985,1096852,1099521,1104519,1110130,1116967
2.0_10_200,96859,89089,81461,78395,70917,70550,70098,68648,69643,69247,59203,60185,55063,57715,52299,54164,53687,54550,56109,52416,54100,60053,59452,64101,60202,59709,58457,53616,51989,51445,44056,46828,46417,57375,44866,39626,23180,15751,9780,3790,2990,-7045,-13757,-14986,-33302,-41594,-46100,-47088,-50410,-47288,-38485,-37084,-31706,-36157,-34715,-30557,-35432,-32969,-29806,-28306,-28534,-38979,-36744,-32486,-29509,-20148,-9265,2343,13351,17860,26299,40884,51594,68773,87491,100328,117629,139430,162751,161401,173752,190511,210156,234225,260405,286974,311232,332086,344672,368291,396716,411764,436231,457880,457559,468844,488125,505094,525819,541261,562333,579473,593710,611611,623401,635690,640855,648167,654042,666090,676156,687190,698146,711769,723302,732767,745208,757341,765934,769877,769099,745628,744130,729168,729360,731277,733069,735922,731507,712636,712528,715170,713514,717840,721317,712544,713580,712660,708798,712641,716323,721175,729109,731655,734881,741215,747750,743316,745549,748629,753268,749085,754702,758789,767393,778687,779719,782188,783527,787722,787064,792107,797739,797420,801389,795552,796317,799246,805632,812328,819249,819980,825792,822833,829886,838912,846625,843999,846883,849946,851931,837819,841213,845557,846878,843436,822746,822647,819741,820737,821966,816096,806906,787721,785585,783065,782306,782650,772746,770269,773411,772939,773302,769081,773402,773020,774079,782671,786746,795797,800395,806512,810265,821374,832262,844348,855452,866419,876375,887215,899522,911238,922273,930320,936132,943374,950423,947993,950807,944980,942497,949992,956035,959626,965603,970038,974950,972451,977169,981570,989427,1000316,1015462,1017409,1017983,1023742,1033171,1038657,1044565,1044456,1050398,1051206,1053636,1053580,1058373,1062898,1068460,1073450,1073218,1081539,1066419,1071184,1079808,1082503,1087740,1096364,1106494
2.0_5_150,95126,81249,71129,62994,53174,50109,49838,45750,46179,44293,33411,33452,21016,20912,14143,15731,12855,14257,15361,10460,12574,14505,14063,19105,12326,10945,6095,-2854,-6331,-7957,-13367,-9628,-13277,694,-10304,-19475,-37011,-44133,-51936,-58628,-65765,-78084,-87767,-98176,-111564,-127531,-132761,-140224,-145537,-149769,-144377,-145433,-140956,-147902,-147178,-147510,-153857,-155410,-153900,-158744,-160218,-175123,-173428,-169109,-169418,-160003,-145156,-137433,-125966,-123350,-113959,-98327,-90746,-76431,-50957,-35633,-12114,11052,34314,28008,43621,63436,84914,118206,144332,171145,190711,211348,218760,251490,280024,293203,322663,346963,345694,361205,383017,407049,431035,446810,469909,488787,505743,531700,545472,559051,561088,566570,573453,584765,597265,611757,622568,637828,651858,659664,673925,686296,694804,696582,693065,673266,671867,655377,652153,654039,653440,657556,644053,626588,618522,622157,619498,623662,629770,618659,622073,616759,610672,615638,622622,629177,636758,637898,644222,651082,657373,652850,654050,656464,662199,658125,664899,672508,684452,701613,701943,703991,704760,709416,708588,717575,727135,723944,728235,724298,722001,725348,733638,742043,748699,751004,756959,753050,762181,771340,777604,773380,777178,784446,784492,769840,774272,780728,780906,773723,754453,753879,746315,746724,746176,737741,727615,709280,704966,699675,695814,691698,682929,678474,682089,680547,681214,669571,675826,672947,676660,692797,698988,706329,713140,720836,724061,736049,751374,765623,777718,789305,799252,816123,828332,840993,852339,864014,868752,875693,883232,876816,882546,875765,873425,881077,884816,889595,896041,903686,907706,904931,909030,917214,934769,947294,966107,965927,967494,975524,982903,993329,999862,999077,1006259,1005019,1006004,1006933,1012137,1020993,1028089,1033795,1034169,1047495,1031538,1037003,1048828,1053038,1060783,1071201,1082362
1.75_10_150,95452,88025,79147,76101,69402,68963,68489,66333,64175,63164,53409,52383,45079,46986,41782,43119,41771,43328,45149,41775,42936,46875,45489,50165,45560,43740,41200,32926,30265,28860,22580,24564,22176,33309,22144,15427,959,-6626,-16582,-23694,-24759,-34976,-43775,-45676,-63422,-71598,-77128,-81682,-86507,-87352,-82159,-80504,-76836,-82987,-80351,-77217,-83919,-85581,-83788,-83225,-84649,-95320,-93601,-90172,-88223,-77759,-64968,-54643,-43004,-40827,-31035,-16819,-8846,8323,28435,40996,59884,82752,105208,102349,115500,133565,155400,181445,208590,236059,260671,282139,293177,318786,347057,360027,385074,408021,407991,420613,442541,460174,482816,498183,518993,535540,551615,571440,584934,597525,598588,605635,612241,624726,635536,646510,656301,669992,682428,691817,705479,717416,727108,731504,728258,708617,707986,693665,692460,694268,694235,697879,691557,675307,674891,677545,676343,680330,684497,676078,677657,674180,668872,673401,677923,681828,688860,690766,695145,701581,708273,704340,706783,707986,713274,710040,717252,722126,731675,744562,744545,746424,748292,752512,752327,757861,764883,763336,768367,765226,762336,765530,771769,779709,786930,787549,792904,789423,796595,805337,812058,808988,811970,815613,815970,801488,804932,809362,809945,804588,786790,786331,783903,783460,783954,775056,766215,749297,746199,740051,737919,737395,727481,720824,725024,725609,724918,719830,725567,725869,728473,737818,742359,750308,755765,762943,766685,779563,792115,804713,816188,826635,835331,845962,858567,870367,881112,889471,893846,900112,906902,904100,907920,903195,897591,904908,909517,912335,920230,925106,929858,927453,932816,937558,946390,958190,974701,975559,975184,981755,990044,997196,1003322,1003370,1009409,1010193,1010514,1010859,1015239,1020317,1026282,1030917,1029790,1038675,1024166,1028030,1037452,1041334,1048520,1057704,1068072
1.25_21_200,91324,80393,74522,69868,62888,63410,64780,63187,61009,59879,47259,44968,35678,38877,31698,32779,33712,35380,36602,34797,38000,43459,42100,47760,44381,43533,40125,34189,31224,31904,25130,28122,26995,35964,22107,9306,-10474,-19762,-33099,-44472,-46306,-50273,-55612,-61056,-81974,-97965,-103540,-106981,-111159,-109352,-100738,-99574,-94397,-103528,-101022,-95496,-101482,-99151,-96745,-95733,-95184,-102142,-101049,-96609,-93543,-85851,-71719,-60480,-48231,-47749,-36953,-21486,-11884,5440,27257,43874,67808,90126,114039,108560,128894,148506,162718,185789,212383,241051,263849,291177,300724,325999,350895,362306,390969,413394,413622,430008,452367,472116,489437,503817,526111,545990,563302,581927,592972,606506,610373,618386,624811,635888,645961,660702,670398,684753,696163,703756,713671,727027,735408,739087,737634,712623,710495,695024,695884,695577,697325,702372,694481,672911,672098,675494,672008,675862,679634,672230,674954,674019,671507,677687,683735,688759,694048,697257,701714,707553,714936,710562,713359,719261,724827,719485,726433,731204,737528,747378,749646,753906,755217,758707,758479,763763,768422,766593,771015,767168,766216,768532,774598,781858,786218,788235,793747,789217,798143,807488,813937,810497,813970,819718,822414,808688,814119,818821,819661,816831,792347,787612,783682,784208,785720,777699,765622,744057,737693,727693,725460,725768,717068,714367,718361,718139,718920,706898,713583,714063,719023,728451,733688,742219,746198,753366,756638,766918,777501,786815,796606,807958,817242,830469,842095,852469,865762,878836,885415,892960,900399,898975,900685,899193,897663,906547,913027,915708,923993,930032,936360,933594,939681,946545,958109,965615,978450,979235,976738,984210,991782,997000,1002183,1001138,1007383,1007414,1009501,1007524,1013289,1018604,1023167,1027273,1028584,1036017,1021659,1028021,1035820,1037132,1042358,1050272,1057876
2.0_10_150,96929,90959,84531,82165,76605,76458,75729,73940,74213,73715,66217,66000,59921,61835,57351,58370,57844,59095,60436,58313,59057,63417,63041,67870,64184,63154,61732,55686,54334,52966,46441,48460,46898,56692,46551,41032,28886,22506,16920,12530,11840,4455,-768,-2540,-16698,-23086,-27395,-28521,-31418,-30334,-26287,-25688,-20890,-25649,-24011,-20553,-25137,-24931,-22638,-22420,-22388,-31730,-30512,-27764,-25777,-16456,-6259,2669,13285,17572,26141,39016,45755,62440,80188,92109,108700,129261,151866,151015,163034,179219,198794,221799,245517,272126,295774,315374,326494,350057,377260,389754,413735,435023,435868,446661,465412,480881,501646,517206,537328,553894,567345,585296,597228,609105,611098,617682,623043,634135,643747,654277,661815,674506,685889,693972,706403,716956,724723,729120,727223,708692,707784,695707,695731,697470,697889,700612,696987,681775,681627,684919,684703,688399,691617,683941,684777,682616,678712,682595,685927,690401,697345,698825,702733,708179,713925,709941,712307,714148,718268,714840,720297,724654,733388,744616,744243,746656,748905,752882,753458,758531,764023,762328,766781,762551,761320,763711,768921,775717,782498,783200,788757,786234,792569,800855,807220,804289,806572,809561,809924,797688,800742,804932,805875,801797,786183,785740,783624,784524,785913,779346,771295,755883,753484,750034,749115,749499,740717,737406,740838,740704,740283,736864,741385,741493,743226,750782,755111,762736,766962,772639,776038,787336,798784,809786,820403,829533,837905,847393,858287,869254,878948,886237,890566,896630,903590,901627,904703,900018,895484,902619,906964,909495,915822,920253,924381,922443,926871,930862,938345,948806,963612,964816,965108,970547,978998,985194,991242,991438,997088,998166,1000540,1001094,1005757,1009949,1015377,1019241,1019584,1027246,1013433,1017772,1025788,1029053,1034626,1043320,1052960
1.5_10_150,94039,84488,74176,69462,61551,60726,58974,56025,52132,49944,38012,35107,25610,28184,21966,22622,21744,23686,25997,22185,25446,29787,28095,31691,25418,23636,19197,9955,4518,2163,-4419,-2364,-5781,6174,-7907,-17338,-34172,-44023,-56085,-64888,-67533,-80430,-92486,-97449,-116539,-128058,-136320,-142651,-148278,-148582,-144335,-145246,-141021,-148826,-146814,-144467,-151349,-154335,-152931,-153019,-155876,-168220,-166469,-161372,-159351,-146085,-131746,-120840,-109940,-108360,-98798,-84013,-76293,-59204,-37389,-23977,-2756,22444,47665,43636,58187,77558,99763,128551,156500,185811,208304,232955,244349,272002,302316,313472,339825,364232,361688,376969,400793,420571,444518,459364,482531,501505,517316,539053,551747,563943,565507,572718,579330,594528,606200,618811,626678,642270,655640,664587,679729,692137,701354,704788,701569,681429,680294,664227,663404,665589,664412,669518,661142,643990,642749,645421,642898,647300,652031,641181,643627,638975,633579,638275,643018,648531,657030,660409,665577,672231,680001,675977,678961,680107,686876,682867,690965,696765,707048,722606,722597,722975,723405,728599,727617,733943,740051,737130,742376,738105,734356,737567,745544,754185,761494,762994,768645,764870,772922,782029,788583,784571,787633,792558,791492,776627,780386,784452,784898,778246,758182,755798,751020,750696,749901,740120,729942,711523,706598,697739,695184,694054,683522,675392,679931,679340,678407,670391,677868,676704,679005,690959,698239,706620,712907,720293,723745,737762,751591,764250,776186,785793,795692,807109,819413,832651,844294,853961,859364,865410,872251,869382,873087,867095,861088,868049,872524,876771,885142,889884,894929,891277,897141,903083,913395,925806,943071,942886,941030,948842,957410,965821,970513,970481,977793,979618,980720,979173,984544,990571,998011,1003360,1002759,1013969,999514,1005141,1015293,1019322,1026540,1035293,1045691
1.5_21_250,92850,81972,77672,73874,67893,69108,69557,70026,69099,68631,56555,55267,46898,49782,45396,47673,50399,51752,51096,48249,50752,56030,54918,60277,58483,57532,54584,49267,48008,47582,41842,45266,47239,54698,39678,27959,8268,-1496,-13682,-23221,-24200,-25460,-29028,-31582,-49073,-61933,-64739,-66761,-69115,-66347,-60197,-56871,-51728,-58615,-54204,-48263,-53064,-49375,-45782,-43190,-41603,-47402,-44464,-40451,-37075,-31322,-18770,-7528,2657,6211,16879,29752,39647,56702,75778,90775,111054,130324,152168,147640,166258,183546,196364,216020,238928,265624,289217,316151,327344,349920,371115,385903,413313,433591,435522,450174,468959,486157,500916,515310,535613,554450,569336,585243,595393,608166,613125,622664,629696,637940,646655,660558,671695,683936,694488,701664,710481,723060,731473,734963,735435,706580,704305,690623,691287,691195,692933,696856,688447,668902,669633,672387,669981,674814,677157,671794,674718,674732,674410,678903,683841,688050,692856,697948,701390,706482,712073,708999,713130,718144,721850,716786,722755,727557,732920,740284,740903,744927,747108,751879,751189,756392,761093,762412,767079,763026,763050,766947,772272,779256,783767,786816,792469,788491,796048,803942,810520,808483,811685,816829,819936,806427,810823,814227,814134,810952,782519,779839,775774,776034,777532,774176,762899,742109,739250,733924,734171,734251,726854,726745,729991,729700,729164,720974,726615,726610,731298,739002,742526,749646,752347,757810,760683,769700,781229,790138,799706,810006,817078,829233,839310,847095,859016,869162,875488,883781,890673,890023,891702,892102,891520,899889,905339,908847,917379,922893,929210,927198,931417,937419,946171,951495,962158,965288,966512,973802,980321,982981,987052,985095,990242,991474,994964,994626,999772,1003502,1006057,1011383,1012323,1018456,1003297,1008833,1016751,1017170,1021962,1028646,1035632
1.75_5_150,93551,79670,67830,58916,47551,44251,43402,37900,37066,34442,20730,19652,6056,5523,-1714,-439,-3892,-2953,-2915,-7172,-3014,-1263,-2259,2272,-5260,-8121,-14486,-24173,-28692,-31914,-37769,-34432,-39398,-25215,-36959,-47522,-66380,-74531,-85669,-95016,-105235,-121061,-134482,-146449,-162958,-180254,-186424,-196297,-203054,-208145,-205103,-207131,-203447,-212273,-212769,-215445,-221790,-224069,-223559,-228705,-230342,-245500,-245669,-241507,-241834,-231233,-215061,-206150,-193815,-190480,-181835,-164768,-156280,-140946,-115207,-100688,-75345,-49562,-24293,-30719,-14402,6342,28573,61044,86531,114235,132940,155415,161728,196515,225598,239284,269812,294732,293627,310167,334019,358471,383955,398520,421584,442212,460325,487684,501048,515683,519095,526130,532846,545652,559730,574810,584229,600685,614630,622735,638466,651476,659486,661244,656684,636674,634882,617686,612367,614245,614808,618100,603862,585901,576521,578994,574257,578541,585087,573299,576856,571500,563576,569555,576499,581991,591200,592430,598784,605411,612864,607463,608510,610048,615645,610419,617720,624571,636418,654204,654107,656486,657283,662166,660800,669180,678393,674833,678324,674974,670037,674047,683363,692052,698545,700698,706909,701741,711291,721349,728315,723779,728043,735450,735499,719940,724392,731186,730484,722949,701976,701047,691414,691021,689531,679131,668428,648795,643315,635518,632188,625886,615298,608067,610982,608584,609094,596853,604402,600797,603441,621289,627353,634208,641671,650449,653274,666827,683009,697483,709817,721556,732190,749854,762444,776036,788015,799896,803173,809713,817134,810025,816154,809976,805904,812115,815914,820476,828025,835286,840457,836560,841628,850352,867763,880613,900114,900142,900176,908402,915487,926371,933771,933102,940512,939808,941455,940993,946471,955789,963423,969151,969478,984371,968872,975427,988196,991245,999716,1010504,1022427
1.75_21_300,95804,86094,84031,83585,79976,82271,83604,83861,84963,84715,74616,73933,69719,72336,68720,69965,72692,73978,73764,72112,73509,78707,79561,83294,81643,81109,80004,76645,75853,76050,70499,72714,74206,80407,68131,60685,40936,35905,26985,20311,20443,19646,18216,17810,3601,-5182,-5449,-5201,-6075,-4364,180,4233,9762,6472,9880,14236,10901,16628,19956,22779,24394,18638,20708,24206,27129,31272,41764,51426,60721,64145,72848,83348,94798,109815,126649,140928,158356,174564,193405,190748,207646,222739,233322,249228,269893,293624,317235,341962,352675,371668,390252,406266,431289,448412,451581,464127,480136,494856,506878,519527,537075,554567,567505,580928,591409,603847,610183,620087,626481,633268,639555,650432,660394,670631,678956,684668,692954,703927,712124,713874,713498,682739,682365,670546,671594,671560,673391,676576,671888,655406,656175,658427,659450,662454,663337,660061,662624,664505,665177,668606,671872,675140,678191,680541,683083,688233,691863,691613,696111,700062,703860,702325,707658,711959,716292,722000,724589,729176,732924,736925,738062,742218,746249,748381,752504,749733,750252,753114,757773,763276,767895,770600,776271,772773,778674,784701,790697,790221,792495,796187,799164,785941,789519,792055,792158,788622,760335,759875,756077,756459,757844,756842,749907,733086,732002,730304,730522,729851,723997,725033,728691,728590,729799,723916,728768,728645,732482,737834,740430,746792,748933,753050,754285,761596,770770,778768,787298,796910,803465,813695,821755,828537,839582,847459,853850,861666,869791,870156,872268,873695,874604,881972,886595,890503,896094,901906,906760,906638,910768,914211,920809,925064,934392,939198,942484,948581,954359,957919,963015,962410,967127,967818,970573,970761,974659,977486,979396,984106,984622,990295,981648,986601,993246,994145,998806,1005113,1012583
1.5_21_200,93424,84779,80923,77593,72599,73942,75191,75247,74930,74172,64458,63146,55244,58208,54319,56649,58979,60312,60099,57192,59073,63796,63542,68604,65864,65015,62338,57414,55915,55749,49929,52889,53406,60825,48279,37059,19958,12044,1600,-5939,-6618,-8182,-11161,-13411,-28128,-38957,-41938,-44248,-46812,-45432,-39312,-36596,-32043,-39327,-36440,-31410,-36131,-33322,-29775,-27623,-26750,-32035,-30399,-26196,-22990,-17747,-5185,5835,14158,15650,26138,38311,46118,62136,80882,95188,115423,134553,155597,151281,168413,185295,196801,215997,238735,265331,288914,312939,323670,346014,366449,379849,407359,427231,429811,443633,462508,479916,494685,507816,527829,546474,561254,577161,586759,597706,601307,609780,616014,624458,632783,645896,656236,668577,678283,685631,693334,705183,713018,717548,717215,693380,691589,680787,681851,681462,682598,686601,679470,661923,661990,664254,662392,666487,669530,664577,667106,666255,665529,670062,675010,678949,683815,688757,692129,696665,701681,697741,701133,705493,709299,705071,711550,716056,720841,727983,728595,732555,733489,737281,737104,742937,747702,746264,750309,746490,746202,749150,754215,760005,764498,767131,772428,767785,775662,783570,789345,787063,790695,795362,798603,786962,791658,795212,795639,793107,769892,767036,763511,763871,765053,761141,751546,733763,729386,723778,723875,723570,716808,715659,718344,718151,718095,709435,714406,714993,718911,726715,730689,736884,739209,744016,747329,755880,765549,773858,783916,794028,801672,812859,822516,830581,842108,852744,858954,865210,871687,869802,871252,870642,870242,878347,883367,886279,893650,897851,903166,900883,905426,911404,919656,924210,934823,936018,934205,941148,947417,951227,955600,954359,959732,960090,962740,962656,967882,971404,974181,978775,979536,985176,971969,977975,985913,986652,991684,998633,1005849
